id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,group
c14,0.4516854512950959,-0.3745680195679353,-0.22066120781608659,-0.5295304591256691,-2.9360454460171126,,-1.070544409695766,-1.0026842990328195,-0.6402624053903738,0.7323017147112972,-1.170530808407683,-1.434281459674122,0.6398520751723783,0.7543689046395509,-0.958933707794222,0.5623976772929592,-0.2916324304147521,0.3012921765535601,-1.2609602800655342,0.8328944493608352,strong
c15,1.203258954116498,0.6370732356261833,0.5583399616951433,-3.772275156122734,0.2606297490669398,-0.025445316692543535,-0.1470455068463331,-0.63057798997102,0.0553649749135539,0.41211740512833367,-0.263788160540625,-0.46332413970987085,1.2297538109392712,-1.1053671072691253,1.0301551978238768,0.17681246373052467,-0.8043056452824273,-0.28998189606931385,-0.9199936028121969,0.6750645184094394,strong
c16,0.3479017619704715,-0.5567961751531812,-1.102218299054223,0.30171609350107054,0.9573856068419316,-0.11383634938188146,0.41835250088922316,-0.37602715054974273,0.06756920600942723,-0.2912829113936885,0.2940421429749802,-1.509772513035727,0.6441905231896892,-0.2299324816033148,0.3586080676493852,-0.340310127466209,0.3203611893741035,-1.0725628041289215,1.189154412488462,-1.7035445876372979,the
c17,-1.0392388147791862,0.23566606953963426,1.462842285184577,0.2781263018080308,-0.24790845527908614,-1.4250901432432643,-0.19127666443013225,-0.019877011042093756,1.690568645339397,0.6221252216057821,-1.5290928749284465,2.0267790952431928,-0.39500987549879313,-0.8794597147043167,1.4748226520869099,-0.049755760296968106,-0.3674025993780988,0.2187859889352313,0.8448887803757161,0.9933362044496503,the
c18,-1.3752024000527405,1.9984814702717295,0.9468615879956256,-0.37920106201315124,-0.8186598515214158,-0.9690124307582063,0.12337843757618257,-0.6480162941896269,-0.7648739652865205,0.8112544049416356,0.36456734382632344,-0.3945712584237112,0.7342475961853729,1.3673786263056709,-1.0944963126296459,-0.6032918841422477,0.9426218402198768,0.7189405658150543,0.22669885643799229,1.1624211875584574,low
c19,-1.0882117291190974,-1.479137833771104,-0.8665073572768981,0.12254409553604008,-0.7960867750951038,,-0.9750001191003014,-0.6204291445949027,-1.0047872189929943,0.36746620574561295,0.7948910679832192,-0.48044593951821124,-0.2072657954706782,-0.5810325725119153,0.5312512156361892,0.08905603873921995,1.5941569003382141,-1.0954720366375337,0.36250249919104766,0.4439913996466691,low
c20,-0.3604401709908981,0.5835341273827435,-1.4385226489904384,2.118803030729321,-1.3420444532864415,0.9198072605649881,-1.121122678939223,1.1508830312317526,-0.3847740266090023,0.15842290716221127,0.05334375570673462,1.100734095024795,-0.32154745014292635,-2.9671837099839435,-0.7600587900644338,0.18371232308894828,-0.4404682048702619,0.7698208513207979,1.0153269959744686,-0.14777180989980965,low
c21,-1.4896453943825119,1.3841651100058967,1.0830535001068178,-0.29919113426702376,2.1082884113927522,-0.3488754600926644,-1.1371197204183754,-0.1558734337510055,1.0778337155057705,-0.9374534425425158,1.9512250777434486,-0.8965262145720566,0.9544222763812404,0.544462374203177,-0.15405705958282354,1.080532978717757,-1.4997987888681947,1.3575717869331891,-0.0636840289702414,-0.5424352498635134,low
c22,0.7491740480400813,1.0598990135992437,0.7697954306236166,1.9995038210449867,1.0807260760500983,1.2835066324204059,-0.5398639371765148,0.10652377706202956,0.5629825823255228,-0.017742236703293637,0.3016352331732358,0.42610476613456866,0.8442439176815353,-0.10160889077002393,-0.34979921539188125,-0.8283156502165506,-0.8917323261422714,1.172451227346323,-0.08452148800245243,0.7869443810905431,low
c23,-1.297363846342752,-1.9381681078391828,-1.0490912309999634,1.146626967509505,1.0680774398324595,0.3320386078520851,-0.8021701501599596,-0.1308026415658544,-0.29776047979893233,-0.34497334609531666,-2.506069837315632,-0.857926385962197,-0.19010887568223522,1.5164277898120941,0.16074305913174441,1.4008882862628078,-0.39370690875944603,-0.2526885812478079,-3.899421730054339,0.463330339207019,low
c24,0.5470956613393337,1.763759069559374,-0.48676121079282914,0.09415415619704649,-0.7055279547210833,-1.1762570649202813,-0.7131079667369583,-0.3449985240857874,1.3554380286698136,0.0022116025733781067,-0.7905448096678757,0.14187782824173303,0.21757135556003437,-0.6762320559749608,1.1432336266295944,-1.88834889097665,-0.21354462808298652,0.6650660656292455,-1.3384325194768547,0.3612537486433768,low
c25,1.2928930501938052,0.45367126425696813,-1.6901599429769263,-0.7281950274352488,1.2323034025042632,0.2983352450652942,-0.009858938489975367,0.4412005947154901,0.7210489500058761,-0.7084652365979932,-0.29040008007295537,0.14291364966681958,-0.5439577217873256,-0.13345155853725454,1.2978717611819932,-0.9678198646920557,1.9266627091351407,1.879344377381986,-1.7134394379643105,-0.14102266511302244,strong
c26,0.3426915696456793,-0.7608710875064288,-0.7410805036847287,-0.2374156967345463,0.7391780871115503,-0.5113338389470944,1.8266938116201166,0.28997400233853204,-0.10257528408332377,1.449259685131458,0.6262811950603524,0.3692867756875739,-0.331140382769525,1.8139856138927497,0.8118215897399867,-0.20341133594471233,-1.5771991506827037,0.3729515417619218,-1.1437400921015901,-1.7159459517583207,strong
c27,-0.2791515054677641,0.2814711025906223,1.2824812336831644,0.28245182528524887,0.8060195271707506,,-0.022532177467557167,0.12421131930450507,0.8622461846199109,0.11606067343101731,0.804078958119873,-0.504199247777134,0.35795490621315673,0.4148664012544231,-1.249775724586651,0.17553862856764266,-0.32036252695140677,-1.9040879486160345,0.9584066801413982,-0.3618586803043011,the
c28,-0.8523900581258608,-0.37731674369381457,0.13820030314832132,1.50790948434714,-0.1659332030062026,0.4724074969585104,1.373579376897762,0.5335505312737927,1.0685641574187916,-0.47650985895095554,0.7710493264739775,-0.057976000069692585,1.0744112374891797,-1.0035595719921404,-0.7795577532427447,1.2687315727053823,-0.19608397256936924,-0.35896064670446953,0.0775724193502392,-0.6894974573528612,low
c29,1.3319413685305603,-1.249162651675905,-0.15059799836040494,0.3469527857023623,-0.10444706906656219,-0.8022875453678814,-0.8683891967525209,0.4253944258208237,-1.030480450166701,0.6462427057150405,-1.524148363645292,-0.5549830967166842,0.03630602236974604,-1.2521519434446158,0.6520108635265922,-0.01853881330950251,-1.0360736815895426,-1.5188882297503954,-1.5655893713726405,0.05103394513032868,strong
c30,-1.1568301070665343,-1.364879600732452,-0.23122593549221063,2.277500524853034,0.2775403612334572,0.7629188335006009,0.21271834626863834,0.7829821661085862,-1.343088650464953,-0.43051197019258486,0.2613508456100389,-0.017916816054972758,-0.19199322011209138,-0.6658760797429369,-0.2583831027042033,-0.7741978238913314,-2.421833014859781,-1.1945084417055867,0.47565293887443977,1.5570779556716277,low
c31,1.813580171323687,0.09675174368870822,0.8933836234441344,0.9079779107107238,-0.6922591838680748,-1.6979398304606041,0.030887319354812974,-1.7622009972405384,-0.3199296129548269,0.6081170867893684,-1.4200694881000024,0.03229538393163682,1.2400181153090652,0.36151247402096365,0.5223217007496789,0.906740413816745,1.73296307213118,0.1514230817231868,1.2295008614331246,-0.06416921633742403,strong
c32,-0.5461688154334842,0.3148209696175649,-0.605812847991671,-0.5731292157665655,-0.6077406304422468,-2.2954241955331667,0.10549947766059664,-1.263835358595468,-0.1072691206682774,1.4499687804848278,-0.5210003231072904,-0.5420091584474772,1.3639093845017958,0.5463057654642988,0.9765270973526429,-0.35529123398699336,0.7480832128709275,-0.6861685891568023,-0.676001725621899,0.5962442782050664,low
c33,-0.5983731712727243,0.7671185432439538,2.3916845354292984,-1.6861525369472856,-0.7522043761212451,1.1201461818426741,-0.14507816949322366,1.1610898497925723,-1.0100642731329075,0.3313441778079705,-0.15055631782284468,0.14037072287334246,0.33111601905536314,-1.2200063626559563,-1.0741374853592944,1.3992440068954228,0.29321371158095555,0.10634633295262737,-0.044074722613553316,0.3565424987061171,the
